"Name","PFS","Source","Traditions","Rarity","Traits","Cantrip","Focus","Level","Summary","Heightenable"
"<u><a href=""Spells.aspx?ID=245"">Ray of Frost</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","True","False","1","Damage a creature with cold.","True"
"<u><a href=""Spells.aspx?ID=246"">Read Aura</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=43"">Detection</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>","True","False","1","Detect if an object is magical, and determine the school of its magic.","True"
"<u><a href=""Spells.aspx?ID=981"">Read the Air</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>","True","False","1","Pick up societal cues.","False"
"<u><a href=""Spells.aspx?ID=1050"">Reinforce Eidolon</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>","True","True","1","You focus deeply on the link between you and your eidolon and reinforce your eidolon's defenses.","False"
"<u><a href=""Spells.aspx?ID=990"">Scatter Scree</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","True","False","1","Evoke rocks to deal bludgeoning damage and make rocky difficult terrain.","True"
"<u><a href=""Spells.aspx?ID=280"">Shield</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=75"">Force</a></u>","True","False","1","A shield of magical force blocks attacks and magic missiles.","True"
"<u><a href=""Spells.aspx?ID=806"">Shroud of Night</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=39"">Darkness</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=324"">Hex</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","True","True","1","Drawing your hand in a sweeping gesture, you shroud the target in a veil of night.","False"
"<u><a href=""Spells.aspx?ID=286"">Sigil</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","True","False","1","Leave a magical mark.","True"
"<u><a href=""Spells.aspx?ID=555"">Silver's Refrain</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=8"" title=""Pathfinder #147: Tomorrow Must Burn"">Pathfinder #147</a></u>","Focus","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>","True","True","1","Make weapons silver and impede a devil's teleportation.","False"
"<u><a href=""Spells.aspx?ID=732"">Song of Strength</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","True","True","1","You bolster your allies' physical strength with a hearty exhortation.","False"
"<u><a href=""Spells.aspx?ID=810"">Spirit Object</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=40"" title=""Legends"">Legends</a></u>","Focus","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=324"">Hex</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","True","True","1","Using a sliver of Baba Yaga's power, you briefly bring an object to life.","True"
"<u><a href=""Spells.aspx?ID=1002"">Spout</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","True","False","1","Batter creatures with a water blast that is larger if cast in a body of water.","True"
"<u><a href=""Spells.aspx?ID=307"">Stabilize</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=89"">Healing</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=128"">Positive</a></u>","True","False","1","Stabilize a dying creature.","False"
"<u><a href=""Spells.aspx?ID=807"">Stoke the Heart</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=324"">Hex</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","True","True","1","Intense fervor fills the target creature, empowering their blows.","True"
"<u><a href=""Spells.aspx?ID=721"">Summon Instrument</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","True","False","1","Conjure a musical instrument.","True"
"<u><a href=""Spells.aspx?ID=1014"">Tame</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","True","False","1","Make a domesticated animal friendlier to you.","True"
"<u><a href=""Spells.aspx?ID=330"">Tanglefoot</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=125"">Plant</a></u>","True","False","1","Conjure a vine to entangle a creature.","True"
"<u><a href=""Spells.aspx?ID=334"">Telekinetic Projectile</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","True","False","1","Fling an object at a creature.","True"
"<u><a href=""Spells.aspx?ID=1031"">Wash Your Luck</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=76"">Fortune</a></u>","True","False","1","Ignore misfortune once.","False"
"<u><a href=""Spells.aspx?ID=809"">Wilding Word</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=324"">Hex</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","True","True","1","With a few words, you convince a wild creature you are a kindred spirit, making it reluctant to harm you.","False"
"<u><a href=""Spells.aspx?ID=387"">Inspire Defense</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","True","True","2","You inspire your allies to protect themselves more effectively.","False"
"<u><a href=""Spells.aspx?ID=392"">Triple Time</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","True","True","2","You dance at a lively tempo, speeding your allies’ movement.","False"
"<u><a href=""Spells.aspx?ID=382"">Dirge of Doom</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=68"">Fear</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","True","True","3","Frighten nearby enemies.","False"
"<u><a href=""Spells.aspx?ID=731"">Song of Marching</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","True","True","3","You maintain a brisk performance that keeps allies on the move.","True"
"<u><a href=""Spells.aspx?ID=384"">House of Imaginary Walls</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>, <u><a href=""Traits.aspx?ID=92"">Illusion</a></u>, <u><a href=""Traits.aspx?ID=163"">Visual</a></u>","True","True","5","You mime creating an invisible stretch of wall adjacent to you and within your reach.","False"
"<u><a href=""Spells.aspx?ID=380"">Allegro</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","True","True","7","You perform rapidly, speeding up your ally.","False"
"<u><a href=""Spells.aspx?ID=565"">Acidic Burst</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=3"">Acid</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","1","You create a shell of acid around yourself that immediately bursts outward.","True"
"<u><a href=""Spells.aspx?ID=594"">Adapt Self</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","Focus","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=113"">Morph</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","False","True","1","You make subtle changes to yourself to adapt to the situation.","False"
"<u><a href=""Spells.aspx?ID=820"">Admonishing Ray</a></u>","—","<u><a href=""Sources.aspx?ID=47"" title=""Pathfinder #158: Sixty Feet Under"">Pathfinder #158</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=188"">Nonlethal</a></u>","False","False","1","A ray of energy bludgeons your target into submission without causing lasting harm.","True"
"<u><a href=""Spells.aspx?ID=399"">Agile Feet</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","False","True","1","The blessings of your god make your feet faster and your movements more fluid.","False"
